Violentos;Alerta;Pob;Morad;Urbano;Ingreso;Pobreza;Cesantia;Divorcio;Hsol;Inmig;NIng;Sobrep;Area;Dens;Transp
3188;Bajo;15333;2,74;0;35301;3,13;2,75;9,73;1,94;0,16;0,27;2,89;7,3;2105,1;0,24
5199;Alto;32188;2,81;100;38068;4,49;3,69;10,34;0,85;1,04;0,27;2,37;22,9;1407,8;1,08
7842;Alto;46194;2,28;100;28824;9,59;5,26;10,86;4,87;5,54;2,88;3,27;15,7;2945,3;1,04
2564;Bajo;15616;2,83;0;61524;2,31;2,46;7,12;0,73;1,85;0,34;2,99;39,2;398,2;1,55
2855;Bajo;15116;2,45;0;27373;8,7;4,19;12,44;1,42;0,16;0,27;2,44;8,2;1838,9;0,83
1772;Bajo;10486;2,69;100;44130;7,64;4,58;9,47;0,77;1,2;0,98;2,62;15,2;690,4;0,56
5918;Alto;41036;2,54;0;18004;27,76;9,45;14,29;9,15;0,19;0,13;4,14;36,9;1111,6;0,52
3377;Bajo;14044;2,17;100;18514;14,61;5,97;13,98;1,71;0,88;0,68;1,31;4,4;3224,1;0
3027;Bajo;15254;2,6;93,23;37461;3,65;2,17;10,35;0,95;1,24;0,61;1,21;10,7;1431,1;1,1
7481;Alto;36291;3,29;100;47121;4,47;5,61;9,98;4,06;1,72;1,27;8,84;8;4547,1;4,94
5343;Alto;12454;2,51;100;42464;5,1;4,59;8,07;2,15;4,2;2,61;3,93;1,8;6943,6;12,87
1632;Bajo;10764;2,62;67,6;30200;11,94;8,18;13;1,57;0,6;0,28;2,41;33,4;322,2;0
3314;Bajo;19821;2,87;95,18;60274;2,64;5,9;6,27;0,5;0,83;0,27;3,69;23,3;851,4;9,33
3766;Bajo;23146;2,53;0;19205;24,83;7,53;12,73;6,64;0,27;0,44;3,56;16,2;1429,8;0,2
2726;Bajo;16121;2,54;100;29833;9,67;4,97;11,7;1,69;0,4;1,08;1,87;17,5;922,6;2,09
6497;Alto;26454;2,94;100;22224;26,23;11,79;13,73;17,03;7,45;5,54;8,21;4;6681;3,99
2748;Bajo;17625;2,58;0;31503;7,56;5,17;7,62;0,73;0,24;0,37;1,85;22,4;788,6;0,26
6567;Alto;36701;2,55;100;35911;5,63;6,69;9,33;3,99;5,04;4,38;3,39;11,2;3278,7;5,81
12549;Alto;80277;2,73;100;23207;26,23;9,17;12,06;9,05;2,48;0,84;3,42;25,5;3153,6;2,49
3123;Bajo;16925;2,68;100;25982;11,95;6,32;15,97;3,64;1,83;0,77;3,58;8,9;1900,8;2,33
3833;Bajo;14852;2,8;100;61271;3,1;2,5;8,51;1,38;9,06;4,69;3,92;4,5;3285,8;8,94
6049;Alto;28870;2,81;100;66760;1,79;2,99;5,66;0,53;3,37;1,29;2,87;7;4138,5;11,58
3019;Bajo;10946;2,84;100;45127;3,64;4,24;11,52;2,82;2,64;0,74;4,56;3,6;3047,3;0,66
13776;Alto;83995;3,53;100;43882;6,95;7,17;10,68;3,8;10,82;7,02;15,11;19,5;4303;2,42
5770;Alto;37319;2,12;88,74;23028;4,57;7,32;4,41;0,51;0,22;1,6;1,5;44,4;839,6;1,92
6154;Alto;31258;2,62;0;22271;13,8;8,96;11,37;4,21;0,61;1,24;3,05;8,7;3596,7;2,97
2436;Bajo;11796;2,81;100;36415;4,18;4,05;9,8;1,2;0,75;0,2;2,45;8,9;1320,6;0,51
7479;Alto;47217;2,64;100;36843;7,77;4,66;13,64;2,1;4,91;2,08;2,51;33,5;1411,1;0,49
2978;Bajo;18666;2,43;0;26680;11,93;5,91;13,48;2,99;0,69;0,48;1,86;22,5;829,1;0,74
3689;Bajo;22124;2,42;100;28261;9,48;6,7;9,32;1,14;0,09;0,92;1,67;18,6;1190;0,91
2457;Bajo;14192;2,39;0;21372;17,55;5,11;14,15;4,97;0,11;0,21;2,04;14,1;1008,8;0,21
1881;Bajo;10444;3,02;100;35951;5,82;3,74;9,45;2,2;0,07;0,07;4,79;17;614,6;2,61
7553;Alto;19382;2,46;100;36222;10,68;4,7;15,92;3,61;7,5;5,16;3,3;2;9868,6;2
8181;Alto;49938;2,65;100;44142;3,72;5,5;9,4;1,65;1;0,64;2,89;23,4;2135,7;2,79
7825;Alto;44962;2,41;100;26272;16,45;8,22;15,55;2,83;0,26;0,63;2,3;14,9;3013,5;0,12
2666;Bajo;14096;2,39;100;18519;21,01;7,44;14,84;5,03;0,44;0,13;2,73;7,4;1896,7;0
2359;Bajo;15134;2,53;0;27111;9,53;4,52;8,87;1,59;0,1;0,34;2,21;36,1;419,1;1,02
13242;Alto;60167;2,25;100;51913;5,59;3,38;15,62;3,45;4,96;2,7;1,77;6,5;9250,8;1,41
2475;Bajo;14903;2,35;0;20213;19,62;7,76;14,22;5,39;1,25;0,65;2,73;9,3;1604,5;0,67
3175;Bajo;20463;2,67;0;27824;10,4;7,09;11,25;2,37;1,34;1,43;3,21;49,5;413,2;0,74
2627;Bajo;15026;2,53;0;20950;17,68;6,82;12,36;2,25;0,27;0,35;2,04;8;1885;0,95
5647;Alto;30576;2,45;100;51499;3,69;3,01;11,85;0,74;2,26;0,38;1,6;9,9;3094,7;3,1
19603;Alto;133850;2,34;100;28388;11,52;5,5;18,67;3,01;6,93;3,25;2,78;59,6;2247;5,12
4443;Alto;26542;2,66;86,82;32596;6,73;5,1;8,75;1,26;0,51;1,31;2,43;24,5;1082,6;1,69
6533;Alto;27973;2,91;100;42822;2,7;4,16;8,6;1,11;7,2;3,51;5,49;5,3;5254,1;3,81
20934;Alto;139426;2,54;100;28282;13,35;6,11;12,82;5,7;1,58;1,52;3,1;46,6;2992,2;1,55
10200;Alto;36955;4,1;100;33273;14,02;9,23;10,37;5,27;17,31;17,59;23,07;3,6;10219,9;5,22
9918;Alto;60569;2,14;100;45529;3,81;3,27;11,39;1;4,55;1,75;1,37;20;3028,4;12,57
6304;Alto;37060;2,52;100;25505;11,7;3,99;9,04;1,59;3,74;2,02;3,21;14,6;2538,7;2,03
16413;Alto;81177;2,48;100;32356;6,99;4,78;8,53;1,83;4,18;2,47;3,82;8,1;9963,3;15,22
2322;Bajo;12361;2,68;0;43379;4,65;3,24;10,78;0,24;0,68;0,57;2,23;7,9;1555,2;3,33
13615;Alto;85351;2,93;100;60979;1,52;2,38;5,81;0,5;2,43;0,66;3,38;28,9;2948,8;9,9
4047;Bajo;19212;3,26;0;32857;11,71;10,99;10,16;4,13;7,48;12,14;10,6;5,9;3283;0,28
4166;Bajo;13296;2,72;100;46082;3,77;5,56;6,68;0,45;2,41;1,02;3,72;2,8;4712,2;4,4
5509;Alto;28227;2,52;100;30534;12,47;5,96;12,17;4,64;1,94;0,93;2,56;8,2;3432,9;2,08
14462;Alto;84985;2,38;100;35858;6,82;6,92;8,95;2,15;4,75;3,01;3,32;17,4;4887,1;18,15
7215;Alto;47409;2,72;100;46612;2,83;3,43;9,36;2,1;1,75;0,41;2,34;33,4;1419,3;2,32
5820;Alto;38736;3,09;100;50611;2,32;3,41;7,22;0,97;0,49;0,48;3,28;34;1138,5;1,22
6448;Alto;41643;2,84;100;26615;16,38;6,92;11,65;8,81;0,58;0,43;4,62;24;1736,3;0,23
14473;Alto;89235;2,73;100;39014;6,28;5,17;11,9;1,57;1,24;0,87;3,02;22,9;3891,3;3,07
2820;Bajo;10241;2,32;0;26640;6,46;4,21;11,23;1,13;0;0,44;1,93;4,2;2460,1;0,04
5806;Alto;27437;2,59;100;23491;18,56;11;16,73;2,34;6,82;6,26;4,49;7,2;3832;0,25
14268;Alto;72644;2,45;100;26541;10,59;7,98;11,47;3,56;6,15;7,46;2,73;9,1;8027;3,18
43737;Alto;304011;2,47;100;28024;12,47;5,8;13,58;3,68;2,09;1,32;3,07;119,3;2548,6;1,15
2683;Bajo;13812;2,83;76,32;59724;2,06;2,73;7,02;0,52;2,16;0,7;3,26;12,5;1101,5;3,73
5711;Alto;34507;2,47;0;22430;14,11;7,71;13,45;2,14;0,09;0,33;2,45;16,2;2127,6;0,1
3097;Bajo;21460;3,19;0;28611;15,73;9,73;10,96;3,96;8,61;9,26;9,92;30,8;697,7;0,51
22850;Alto;159936;2,4;99,92;22697;16,4;5,58;13,83;3,07;4,23;2,01;4,66;112,9;1416,1;5,81
6680;Alto;40153;2,97;100;39904;4,68;3,77;10,1;0,65;0,45;0,57;3,37;16,7;2408,4;0,6
2548;Bajo;16512;2,84;0;18593;31,51;10,62;13,56;13,87;0,24;0,5;5,32;10;1651,9;0,17
4671;Alto;33497;2,66;99,12;16331;29,7;10,58;14,46;10,7;0,05;0,09;5,31;40,1;835,5;2,25
3859;Bajo;27310;2,32;0;32615;9,47;4,91;12,07;1,41;1,65;0,86;1,56;88,6;308,1;0,03
3235;Bajo;13092;2,06;100;29547;6,25;2,57;14,64;1,64;0,35;0,52;0,85;4,9;2658,8;1,53
13265;Alto;59718;2,21;100;28791;8,5;4,87;13,07;1,76;1,67;1,22;2,75;5,7;10393;10,17
12171;Alto;76836;2,87;100;30967;12,97;7,8;10,56;5,39;2,51;3,17;6,02;28,8;2666,1;2,89
3277;Bajo;16922;1,86;100;27834;5,79;3,96;8,84;0,61;0,33;0,91;0,63;7,7;2201,1;0,15
2896;Bajo;16200;2,48;0;21468;18,53;9,11;12,99;3,07;0,17;0;2,02;13,3;1216,9;0,1
3232;Bajo;11938;2,26;0;24127;13,69;6,84;13,21;3,14;0,96;0,31;1,8;3,2;3710,2;0,89
4558;Alto;26778;2,48;0;17658;25,86;13,05;15,49;3,9;0,2;0,38;3,58;10,8;2482,6;1,28
3446;Bajo;22754;2,71;0;25268;17,84;5,34;13,4;4,57;2,14;1,99;4,82;21,9;1037,9;0
3614;Bajo;16367;2,81;100;45474;3,92;2,64;9,89;0,57;0,57;0,42;2,87;6,9;2383,1;2,33
8323;Alto;51288;2,68;100;43620;4,2;3,06;9,83;1,74;1,05;0,73;2,14;25,8;1989,9;2,11
2241;Bajo;12636;2,51;90,76;32979;5,71;3,05;7,66;0,47;0,28;0,77;1,91;12,1;1047,1;0,75
4176;Bajo;10603;2,6;100;52126;2,38;2,93;5,81;0,29;4,83;2,72;2,72;2;5428,5;16,12
17913;Alto;118779;3,4;99,84;42186;8,36;7,31;10,17;3,17;5,04;3,84;9,29;50,9;2333,6;0,91
2226;Bajo;12906;2,55;0;27373;10,19;2,4;9,64;2,56;0,04;0,18;2,98;13,5;956,9;0
2849;Bajo;13228;2,84;100;65590;2,46;3,75;6,65;0,54;3,38;1,17;3,22;5,7;2304,4;8,34
4508;Alto;24079;2,98;100;24596;11,97;7,81;8,89;0,78;2,86;1,28;3,86;9,7;2479,3;0,16
9934;Alto;60569;2,32;100;34506;4,17;3,09;10,69;0,83;0,92;0,44;1,55;19,3;3134,5;1,84
2358;Bajo;14490;2,65;77,35;39683;3,39;2,95;8,02;1,02;0,21;0,8;2,34;28,5;509,2;0,08
6396;Alto;17187;2,78;100;48776;3,26;4,09;5,91;0,2;4,5;2,57;4,44;2,1;8359,4;10,52
5011;Alto;32998;2,6;100;47518;3,26;3,9;10,26;1,09;1,98;1,31;2,02;31,5;1046;0,24
4581;Alto;24664;2,73;0;25508;15,49;7,43;13;2,55;0,26;0,15;3,74;9,3;2657,8;0,32
3983;Bajo;23163;2,49;100;31877;7,15;4,22;10,78;1,41;1,31;0,29;1,87;12,3;1877,8;2,42
3910;Bajo;19478;2,55;0;29032;9,83;4,52;11,97;1,99;0,6;0,44;2,39;8,9;2189,3;0,55
6846;Alto;28150;2,57;100;44109;4,23;4,8;7,27;1,25;1,34;0,73;3,07;4,9;5784,6;15,95
2577;Bajo;16787;2,79;79,25;49004;2,83;4,18;6,47;0,7;1,52;1,04;2,27;27,4;612,6;0,27
4754;Alto;22286;2,55;100;29450;6,48;6,56;12,5;3,49;0,44;0,33;3,21;6,4;3480;1,95
3897;Bajo;25408;2,3;0;22954;11,13;7,48;12,03;0,93;0,42;0,6;1,99;19,3;1315,7;0,57
9021;Alto;58282;2,42;100;23963;17,72;5,67;13,85;9,15;0,95;0,48;2,79;26;2241,3;2,36
4248;Bajo;23478;3,18;0;17886;34,88;4,92;4,1;2,02;7,61;1,1;1,72;6,9;3398,7;5,14
2699;Bajo;16097;2,6;0;21615;14,75;4,88;7,8;1,2;0,22;0,65;3,19;10,3;1558;0,14
2683;Bajo;12456;2,41;100;23700;13,67;5,19;15,04;4,5;0,38;0,26;2,76;5,3;2336,1;0,64
3805;Bajo;20390;3,08;100;70919;3,53;3,61;9,34;0,54;4,2;1,67;3,9;8,5;2410,2;0,62
3561;Bajo;23071;2,64;0;25075;16,85;6,29;12,29;2,77;1,62;1,32;4,3;24,6;936,9;0,29
6913;Alto;26801;2,17;100;42487;4,69;2,8;12,86;1,29;7,79;3,48;1,77;4,5;5955,8;7,7
2681;Bajo;13289;2,33;100;34859;5,79;2,06;11,35;1,31;1,36;0,81;1,32;6,7;1990,1;2,8
4471;Alto;27603;2,37;97,11;43578;3,52;4,11;10,85;0,37;0,99;0,62;1,67;22,8;1211,6;1,47
4464;Alto;14837;2,38;100;36215;3,75;2,28;9,14;1,35;0,77;0,64;2,21;2,8;5324;11,79
1675;Bajo;10145;2,69;0;25943;13,93;8,04;10,29;2,01;0,09;0;3,21;9,9;1028,9;0
10177;Alto;52376;2,43;100;20329;27,02;10,31;17,1;16,82;1,4;2,27;4,73;8,4;6234,9;12,67
5297;Alto;24603;3,21;100;35018;4,38;4,05;9,74;0,09;0,62;0,79;10,03;7;3514,7;1,24
49427;Alto;328123;2,4;100;18482;25,62;11,58;12,96;10,52;1,26;1,91;3,18;42,1;7798,2;13,43
11098;Alto;78122;2,8;100;21885;27,52;10,85;14,81;10,59;0,32;0,5;5,11;57,5;1359,8;1,76
3119;Bajo;22117;2,87;100;31489;10,06;5,42;13,34;3,42;0,68;1,08;4,43;30,2;732,4;0,52
10897;Alto;74991;2,52;97,8;31177;5,91;4,35;9,28;0,57;1,42;0,91;1,9;108,9;688,6;0,42
7811;Alto;22355;2,49;100;33311;6,12;7,04;10,17;1,96;8,69;4,69;3,29;2,3;9533,9;6,03
147003;Alto;1027974;2,75;100;18742;32,41;19,67;17,88;16,59;1,23;1,16;7,26;143,7;7153;10,57
8616;Alto;50961;2,23;100;24884;13,25;4,69;16,51;4,87;1,92;1,38;1,98;15,2;3363,3;1,55
8952;Alto;56381;2,77;100;40018;7,52;4,7;10,8;4,49;1,71;1,02;2,81;27;2089,1;4,17
7642;Alto;53589;2,59;100;25790;17,03;4,87;13,75;4,55;0,39;0,32;3,19;82,6;649,2;0,19
11850;Alto;75636;2,9;100;29463;17,62;6,83;12,33;3,73;6,03;6,36;6,06;24,3;3107,5;0,8
4875;Alto;23696;2,71;100;39437;3,6;3,62;7,5;0,37;0,49;0,85;3,22;7;3362,1;3,88
7978;Alto;47181;2,21;100;31146;11,35;7,2;11,22;5,48;7,84;4,53;3,19;15,4;3070,1;0,99
2253;Bajo;12588;2,8;67,12;36682;4,51;6,67;9,33;1,15;0,84;0,66;3,23;27,6;456,3;0,55
2517;Bajo;10678;2,98;0;26136;16,11;7,12;9,23;1,15;5,38;6,8;6,97;4,9;2163,3;0
2847;Bajo;18853;2,97;0;19970;27,8;8,74;11,83;3,26;1,32;5,93;6,66;12,3;1534,3;0
2683;Bajo;13057;2,67;100;35615;7,94;5,23;10,94;0,99;1,2;1,15;3,15;5,8;2268,4;0,11
4801;Alto;32983;2,83;0;29590;10,73;5,47;10,09;1,59;1,98;0,99;3,2;147,5;223,6;2,72
3877;Bajo;24848;2,59;100;24869;11,72;4,1;12,47;3,04;0,82;0,38;1,9;16;1548,4;0,45
15542;Alto;71349;2,63;100;30967;13,92;6,89;15,38;8,94;15,64;10,48;6,18;6,1;11605,2;5,13
20245;Alto;137560;2,65;100;22102;22,61;7,77;14,93;9,14;0,75;0,65;4,76;64,8;2121,4;6,22
2123;Bajo;13794;2,6;95,71;38025;6,1;3,62;9,67;1,29;0,2;0,73;2,39;23,9;576,4;1,1
3512;Bajo;11216;2,4;100;26179;12,12;8;15,25;4,29;1,39;1,95;2,96;2,9;3905,3;1,63
5913;Alto;39311;2,72;100;52956;3,12;3,06;8,58;1,28;1,1;0,23;1,95;33,6;1171,4;1,43
7213;Alto;44972;2,64;100;22661;26,64;6,63;9,47;9,77;0,68;0,43;2,63;18,7;2409;1,22
5573;Alto;24832;2,38;0;28121;10,39;2,86;15,89;1,99;2,82;3,64;2,03;5,7;4378;1,67
2608;Bajo;16210;2,69;100;20810;15,96;8,24;12,61;3,93;5,71;6,72;7,14;11;1477,4;0,48
8834;Alto;58441;2,63;86,54;65072;3,02;3,8;7,73;1,03;7,91;2,6;3,2;49,6;1178,4;15,77
53535;Alto;369365;2,56;100;28183;17,21;7,6;15,82;5,53;7,07;6,07;5,23;99,8;3702,5;4,1
10602;Alto;70576;2,38;100;24462;13,96;6,59;13,44;4,84;1,26;0,92;2,53;39,8;1774,5;1,24
12780;Alto;81805;2,51;100;21060;15,22;6,55;9,61;2,25;0,72;0,57;3,37;26,1;3131,4;3,02
1743;Bajo;10742;2,77;95,75;34978;4,07;4,72;7,18;0,64;0,24;0,23;2,4;16;673,2;0,33
6261;Alto;40961;2,34;100;19420;16,96;5,98;13,88;1,78;0,62;0,45;1,76;30,8;1331,5;0,23
9231;Alto;53367;2,6;100;32420;7,21;4,64;16,58;1,87;3,87;2,22;3,11;14,8;3615,7;2,77
2380;Bajo;14427;3,26;0;47517;6,63;2,65;7,03;2,91;0,53;0,41;4,81;12,9;1121,5;0
10687;Alto;29925;2,58;100;27301;17,8;9,74;14,8;12,66;11,62;5,75;6,47;2,3;13083,7;19,92
17586;Alto;86284;3,85;100;27279;17,44;10,81;9,33;7,4;22,32;25,71;20,81;7,6;11329,3;8,02
63370;Alto;447619;2,66;99,9;26547;17,42;7,43;15,02;4,94;4,7;4,82;5,2;291,2;1537,2;1,65
4388;Alto;24124;2,9;100;34492;10,08;5,46;9,74;2,01;0,76;0,21;3,76;9,7;2491,1;0,67
1972;Bajo;13786;2,52;0;24676;14,52;4,66;11,39;1,41;0,24;0,33;1,84;48,1;286,5;0
2389;Bajo;12703;2,55;0;21344;12,07;2,18;8,8;1,91;0,22;0,58;2,35;7,7;1655,8;0
6397;Alto;40663;2,82;99,77;35794;8,38;4,79;12,42;2,51;6,88;2,93;4,33;30,7;1322,6;0,9
4536;Alto;25058;2,71;100;46885;3,2;4,61;8,6;1,13;4,63;1,88;3,61;11,4;2190,2;3,56
1777;Bajo;12329;4,14;0;47299;3,88;1,66;5,49;0,58;1,71;0,23;3,93;27,3;451,5;13,49
1860;Bajo;13441;2,56;0;14555;33,39;10,72;13,67;4,87;0,39;0,2;3,26;13,2;1017;0
11767;Alto;66643;2,16;100;60374;5,67;3,01;14,45;0,92;2,83;0,99;1,12;14,5;4589,7;0,95
6004;Alto;31808;2,54;100;45964;5,95;4,07;15,45;2,35;3,88;1,51;2,16;11,6;2740,2;6,08
2888;Bajo;19587;2,87;100;32493;11,42;5,36;9,48;2,18;0,09;0,17;3,9;19,1;1027,6;0,15
7912;Alto;37729;2,6;100;52442;6,03;5,41;10,52;4,1;4,36;0,77;3,88;6,5;5776,7;19,72
4620;Alto;25086;2,99;100;30469;12,82;5,32;8,06;3,08;4,49;3,77;5,84;8,8;2853,3;0,66
6511;Alto;34128;2,45;100;53140;1,38;1,87;7,3;0,19;1,47;0,61;1,73;10;3421,8;1,7
4752;Alto;29809;2,61;0;21352;21,77;9,38;13,58;7,24;0,55;0,33;3,23;21,1;1415,4;0,05
7664;Alto;47828;2,93;100;46116;4,96;4,3;10,68;1,66;4,36;2,4;5,18;20,2;2371,5;1,39
2166;Bajo;12711;3,09;0;40378;7,2;5,29;10,15;0,83;0,16;0,81;6,48;11,6;1094,6;13,87
1524;Bajo;10891;2,95;0,78;34929;7,64;9,78;12,2;1,9;0,2;0,08;4,88;38,9;279,8;0
2680;Bajo;14877;2,95;52,5;45397;3,42;6,41;8,13;1,15;0,91;0,9;4,08;19,2;776,3;2,13
4260;Bajo;25894;2,47;0;22783;12,83;5,39;10,87;2,3;0,13;0,39;2,09;14,9;1737,3;0,72
3452;Bajo;21282;2,67;85,27;45828;2,77;3,64;9,67;1,12;3,44;1,69;2,53;31,5;674,7;1,23
3771;Bajo;14399;2,28;0;24947;8,35;3,35;11,06;1,31;0,22;0,2;1,38;3,8;3807,6;0,51
2135;Bajo;10507;2,67;100;31510;8,44;5,82;10,31;0,72;1,06;0,83;2,13;11;957,3;0,38
4420;Alto;27018;2,63;100;47629;2,07;3,03;7,5;0,32;1,75;0,58;3,46;16,5;1640,4;2,97
1581;Bajo;10201;2,58;0;14579;36,51;11,85;15,99;9,9;0,22;0,7;5,67;6,5;1564,6;2,59
3288;Bajo;14088;2,56;100;40602;4,14;2,57;8,24;0,61;3,12;1,08;2,23;6;2347,5;1,85
5200;Alto;31007;2,56;100;23819;14,44;8,98;12,23;3,99;0,05;0,44;3,02;13,7;2268,2;0,21
4549;Alto;21756;2,42;0;22806;18,89;9,15;13,7;1,63;2,86;2,92;3,1;6,3;3438,1;0,17
3583;Bajo;20429;3,14;88,2;57484;2,29;3,25;6,07;0,61;1,35;1,23;4,08;22,1;923,4;1,78
6658;Alto;15464;3,52;100;36383;9,28;6,62;9,25;4,1;16,18;15,02;13,88;1,7;9248,8;1,17
4658;Alto;18659;2,51;100;30031;6,26;4,98;10,65;1,96;0,66;0,89;2,18;4,9;3790,6;4,65
2349;Bajo;11353;2,52;0;26684;11,61;7,28;12,37;1,88;0,44;0,39;2,61;6,4;1775;1,03
6490;Alto;39498;2,38;100;26500;9,9;3,45;12,64;3,99;0,31;0,44;2,01;21,1;1875,5;0,14
9670;Alto;64942;2,79;98,62;38802;7,1;5,39;14,14;1,85;2,15;0,98;4,63;74,1;876,2;0,48
3443;Bajo;16849;3,11;100;43218;2,34;3,64;7,5;1,01;0,27;0,23;3,12;8,5;1989,1;2,63
5847;Alto;34439;3,04;100;31561;15,79;8,66;14,59;5,07;5,75;4,42;7,12;14,1;2450,1;1
4826;Alto;13864;2,5;100;32793;6,62;5,13;13,61;7,44;9,1;2,48;4,41;2,2;6251,8;18,42
15833;Alto;105511;2,5;100;24131;14,37;7,82;13;6,06;1,11;1,03;3,79;37,7;2796,3;3,63
2940;Bajo;11936;2,1;100;26233;11,5;4,98;13,55;4,3;1,71;1,27;1,86;4,6;2619,8;0
3652;Bajo;10378;2,09;100;40934;4,98;4,36;10,23;0,14;1,96;1,35;1,09;2,4;4367,8;0,89
6386;Alto;30771;2,54;100;36526;4,62;6,09;10,35;0,97;0,73;1,13;2,7;7,1;4331,5;0,96
2239;Bajo;12830;2,9;100;62021;2,32;3,18;4,6;0,17;1;0,8;2,78;17,8;720,5;1,64
2716;Bajo;16116;2,76;88,97;54834;2,91;3,03;7,51;1,21;0,47;0,7;2,93;15,3;1053,1;2,89
11700;Alto;72388;3,31;100;36233;12,12;8,12;12,01;5,08;6,24;5,15;10,95;22;3288,6;0,82
8320;Alto;54732;2,61;100;25910;14,19;5,3;13,37;5,9;0,51;0,4;3,24;31,5;1739,3;0,87
18437;Alto;61018;2,75;100;30529;12,38;9,91;13,37;14,4;9,89;4,65;7,39;3,1;19984,9;19,9
16985;Alto;33397;2,22;100;34873;16,39;6,16;10,12;8,88;6,39;8,8;2,65;1,3;25331,5;52,59
7199;Alto;48735;3,17;100;20858;29,93;9,65;9,72;2,62;4,59;11,13;10,44;27,9;1747;0,14
3247;Bajo;16064;2,52;100;34472;5,71;3,93;10,73;0,66;0,96;0,46;1,49;7,7;2077,6;0,3
1575;Bajo;10850;2,55;0;24929;9,97;4,31;11,45;2,54;0,11;0,75;2,8;22,8;475,5;1,01
2167;Bajo;13057;2,34;91;37025;6,51;3,2;12,09;3,68;1,1;0,24;1,22;12,5;1046,9;2,21
4068;Bajo;19833;2,44;100;25372;9,3;5,79;14,76;1,38;0,35;0,64;1,89;8,8;2254,8;0,38
2685;Bajo;13222;2,49;0;34091;7,48;5,35;11,27;3,35;2,34;2,65;2,89;5,9;2237,7;0,05
5925;Alto;37991;2,9;99,59;66930;2,09;2,27;5,83;0,51;2,13;0,65;3,07;31;1224,3;0,42
6126;Alto;34986;2,74;100;46057;3,1;4,04;7,41;1,61;2,25;1,19;2,91;16,7;2092,8;8,87
3352;Bajo;14143;2,68;0;23886;18,25;6,81;9,49;4,57;0,84;1,09;2,46;4,4;3231,1;0,5
3047;Bajo;15722;2,49;0;22276;18,64;6,92;11,96;3,53;0,23;0,4;2,28;8;1953,5;0,19
2986;Bajo;12871;2,88;0;29324;12,03;4,33;8,84;0,69;4,07;6,06;5,28;4,5;2860,2;0,07
4615;Alto;20267;2,78;100;65994;2,63;3,64;5,88;0,54;1,85;0,61;3,39;6,3;3239,4;8,84
3115;Bajo;18245;2,42;0;25759;11,26;7,06;10,47;2,51;0,64;0,86;2,36;12,1;1506,4;0
5655;Alto;31499;2,45;100;25535;15,96;7,53;14,49;2,29;1,1;0,64;2,38;12,4;2530,4;0,29
3626;Bajo;12603;2,69;100;34887;4,34;5,28;9,68;1,68;0,55;1,04;3,63;3,1;4012,2;4,26
2229;Bajo;11671;2,7;100;110550;3,34;3,36;6,42;0,19;2,35;1;3,01;15,8;739,6;0,48
9507;Alto;51874;2,73;100;30739;12,6;6,45;13,64;2,8;4,55;4,41;4,29;11;4722,7;0,1
1428;Bajo;13051;2,79;0;17254;30,22;7,55;8,55;8,36;1,06;0,2;3,39;24,5;533;0
4447;Alto;26777;2,85;93,51;42044;4,78;5,81;8,04;1,25;1,5;3,16;4,3;16,6;1611,4;5,98
1805;Bajo;11532;3,42;68,35;83975;1,77;2,67;3,92;0,41;1,75;1,86;5,27;18,6;621,3;10,6
5858;Alto;18820;2,56;100;41875;3,66;3,76;9,68;2,04;6,16;3,75;3,57;2,9;6512,1;5,04
3283;Bajo;18150;2,84;100;30896;6,79;5,53;12,66;1,15;0,36;0,45;3,54;12,6;1445,1;0,28
2621;Bajo;15244;3,05;0;19672;25,93;8,12;6,09;2,6;1,95;0,32;1,36;8,6;1780,8;0,23
6024;Alto;38705;2,48;0;20585;20,51;8,5;14,1;3,48;0,33;0,49;2,33;19;2032,8;1,32
4030;Bajo;27257;2,72;97,12;36221;3,55;4,15;8,03;1,26;0,36;1,55;3,55;32,1;848,2;1,78
5068;Alto;11980;2,5;100;35951;5,47;5,26;11,7;4,91;2,61;0,75;3,25;1,7;7175,4;23,44
2622;Bajo;10922;2,45;100;31726;3,72;5,01;6,85;0,72;0,27;0,06;2,02;4,5;2401,5;1,46
2452;Bajo;16919;2,41;18,71;39651;4,49;5;9,64;0,9;0,78;1,78;1,98;40,1;422,1;0,95
108847;Alto;723959;2,37;100;33414;12,66;6,2;11,9;4,91;16,34;12,52;4,93;48,4;14962,8;34,88
9095;Alto;43207;2,78;100;38907;7,63;5,35;13,54;2,17;7,2;4,09;5,28;7,2;6041,2;2,84
7455;Alto;44757;2,67;0;23212;20,97;5,52;8,21;1,26;7,33;1,68;1,88;13,4;3343,1;1,56
2918;Bajo;15520;3,33;100;33313;10,57;8,61;12,04;5,43;10,31;10,35;13,29;9;1728,3;2,65
3119;Bajo;10132;2,17;100;41040;3,64;4,82;10,05;0,16;0,91;0,69;1,16;2,8;3665,7;0,93
4639;Alto;30087;3,09;68,24;39916;7,35;5,37;9,94;4,23;0,6;1,06;5,08;59,8;503,3;6,02
9656;Alto;59479;2,56;100;36211;7,31;5,13;11,51;3,36;1,68;3,36;2,65;24,6;2417,9;0,75
17127;Alto;86905;1,94;100;35997;9,35;4,81;16,26;3,53;8,92;4,65;1,73;8,6;10143;5,41
3305;Bajo;22023;2,78;0;64538;1,5;2,63;6,52;0,46;1,56;0,38;2,31;35,1;627,4;2,73
